idx	repo	session	ts	tool	file	lines
137	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:31:50.019Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_style_rules.py	45
138	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:33:55.449Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/app.py	16
139	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:34:19.895Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/app.py	16
140	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:34:27.982Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/app.py	2
141	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:34:38.824Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_style_rules.py	13
142	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:37:07.106Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/_layout.html	3
143	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:37:14.988Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	3
144	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:37:24.680Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	17
145	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:37:40.688Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	38
146	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:37:51.079Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	7
147	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:38:00.913Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	9
148	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:38:11.962Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	24
149	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:38:28.608Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_collection_nodes.py	57
150	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:40:22.691Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	3
151	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:40:29.733Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	4
152	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:43:27.358Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	11
153	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:43:38.808Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	12
154	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:44:02.764Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	6
155	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:44:27.478Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	9
156	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:44:38.123Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_collection_nodes.py	20
157	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:45:04.475Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	4
158	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:45:26.506Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	3
159	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:50:51.789Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/templates/graph.html	7
160	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:54:20.807Z	Edit	/Users/assafkipnis/projects/kipi-investigations/.prd-os/prds/prd-oss-release-readiness-2026-06-10.md	110
161	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:57:23.983Z	Edit	/Users/assafkipnis/projects/kipi-investigations/.prd-os/prds/prd-oss-release-readiness-2026-06-10.md	6
162	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:57:50.662Z	Edit	/Users/assafkipnis/projects/kipi-investigations/.prd-os/prds/prd-oss-release-readiness-2026-06-10.md	90
163	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:59:27.283Z	Write	/Users/assafkipnis/projects/kipi-investigations/requirements.txt	31
164	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T05:59:45.193Z	Write	/Users/assafkipnis/projects/kipi-investigations/install.sh	67
165	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:00:05.611Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_install.py	88
166	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:00:39.249Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_install.py	25
167	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:01:30.450Z	Edit	/Users/assafkipnis/projects/kipi-investigations/requirements.txt	3
168	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:01:40.604Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_install.py	14
169	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:01:50.645Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_install.py	13
170	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:05:22.095Z	Edit	/Users/assafkipnis/projects/kipi-investigations/install.sh	19
171	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:05:34.294Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_install.py	14
172	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:05:43.255Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_install.py	13
173	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:28:10.484Z	Write	/tmp/kipi-readme-draft.md	70
174	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:37:45.060Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	97
175	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:38:18.108Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	10
176	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:38:25.717Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	5
177	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:41:20.674Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	11
178	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:41:31.005Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	13
179	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:44:33.336Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	7
180	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:44:44.934Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_keyless.py	15
181	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:45:40.718Z	Write	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	91
182	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:46:11.649Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_secrets_audit.py	94
183	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:46:50.406Z	Edit	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	1
184	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:48:51.269Z	Edit	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	1
185	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:49:02.154Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_secrets_audit.py	7
186	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:49:12.725Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_secrets_audit.py	14
187	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:54:57.809Z	Edit	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	1
188	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:55:06.755Z	Edit	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	7
189	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:55:21.153Z	Edit	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	16
190	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:55:45.410Z	Edit	/Users/assafkipnis/projects/kipi-investigations/scripts/oss_secrets_audit.sh	4
191	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:56:10.889Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_secrets_audit.py	28
192	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:57:00.049Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_secrets_audit.py	5
193	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:58:04.992Z	Write	/Users/assafkipnis/projects/kipi-investigations/README.md	92
194	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T06:58:41.413Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_quickstart.py	93
195	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:02:50.721Z	Edit	/Users/assafkipnis/projects/kipi-investigations/README.md	3
196	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:03:08.901Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_quickstart.py	42
197	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:05:36.309Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_quickstart.py	8
198	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:06:54.657Z	Write	/Users/assafkipnis/projects/kipi-investigations/q-system/output/oss-license-decision.md	117
199	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:07:16.654Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	74
200	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:09:38.316Z	Edit	/Users/assafkipnis/projects/kipi-investigations/q-system/output/oss-license-decision.md	10
201	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:09:58.744Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	58
202	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:10:30.752Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	11
203	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:13:29.143Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	14
204	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:14:22.324Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_release_gate.py	65
205	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:28:06.943Z	Write	/Users/assafkipnis/.claude/projects/-Users-assafkipnis-projects-kipi-investigations/memory/pymupdf-agpl-constraint.md	24
206	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:36:00.261Z	Edit	/Users/assafkipnis/projects/kipi-investigations/.prd-os/issues/oss-regression-tag.md	1
207	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:38:00.718Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_release_gate.py	6
208	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:38:10.021Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_release_gate.py	5
209	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:39:40.704Z	Write	/Users/assafkipnis/.claude/projects/-Users-assafkipnis-projects-kipi-investigations/memory/pymupdf-agpl-constraint.md	23
210	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:39:55.737Z	Write	/Users/assafkipnis/.claude/projects/-Users-assafkipnis-projects-kipi-investigations/memory/prd-os-manifest-maps-findings.md	26
211	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T07:40:59.448Z	Write	/Users/assafkipnis/projects/kipi-investigations/q-system/q-system/memory/last-handoff.md	49
212	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:21:03.509Z	Write	/Users/assafkipnis/projects/kipi-investigations/LICENSE	97
213	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:21:32.045Z	Edit	/Users/assafkipnis/projects/kipi-investigations/README.md	7
214	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:21:45.765Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_release_gate.py	11
215	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:22:01.332Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	8
216	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:22:25.534Z	Edit	/Users/assafkipnis/projects/kipi-investigations/q-system/output/oss-license-decision.md	21
217	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:23:10.318Z	Edit	/Users/assafkipnis/projects/kipi-investigations/q-system/output/oss-license-decision.md	11
218	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:26:26.246Z	Edit	/Users/assafkipnis/.claude/projects/-Users-assafkipnis-projects-kipi-investigations/memory/pymupdf-agpl-constraint.md	6
219	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:44:36.203Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/ingest/pdf_assets.py	136
220	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:45:10.470Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_ocr_ingest.py	10
221	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:46:06.619Z	Edit	/Users/assafkipnis/projects/kipi-investigations/q-system/output/oss-license-decision.md	9
222	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:46:22.946Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	14
223	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:47:09.807Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_oss_license_memo.py	14
224	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:47:27.624Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/ingest/pdf_assets.py	5
225	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:54:50.270Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/ingest/pdf_assets.py	23
226	kipi-investigations	37239b93-bfb7-493b-9b1b-02a282609f79.jsonl	2026-06-10T14:55:26.274Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_ocr_ingest.py	27
227	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:25:04.069Z	Write	/Users/assafkipnis/projects/kipi-investigations/q-system/output/plans/retro-clean-2026-06-10.md	56
228	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:26:08.954Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_retro_clean.py	181
229	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:27:34.074Z	Write	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	257
230	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:27:47.366Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	12
231	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:27:49.846Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	7
232	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:28:02.224Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	13
233	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:28:14.112Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	7
234	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:28:32.619Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/app.py	8
235	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:28:34.945Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/app.py	4
236	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:28:36.916Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/app.py	4
237	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:28:54.114Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_process_progress.py	2
238	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:37:35.899Z	Edit	/Users/assafkipnis/projects/kipi-investigations/CLAUDE.md	2
239	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:38:34.213Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_extractor_pivots.py	20
240	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:38:49.235Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/ingest/extractor.py	3
241	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:47:27.541Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_retro_clean.py	40
242	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:47:45.094Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	24
243	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:48:02.268Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	42
244	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:48:12.280Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	16
245	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:48:34.085Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	53
246	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:48:45.201Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	19
247	kipi-investigations	3aa621d0-36be-4f4e-9a31-218ce5ac3c74.jsonl	2026-06-10T18:48:48.237Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	4
248	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:23:21.156Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/noise.py	12
249	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:23:32.079Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/noise.py	15
250	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:23:43.182Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/noise.py	20
251	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:23:51.561Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/admission.py	10
252	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:24:03.141Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/admission.py	15
253	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:24:13.659Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/ingest/extractor.py	5
254	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:24:23.701Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/ingest/extractor.py	9
255	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:24:56.226Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	3
256	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:25:10.723Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	37
257	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:25:17.845Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	6
258	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:25:31.290Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_admission.py	17
259	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:25:42.069Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_admission.py	6
260	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:26:36.377Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	8
261	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:26:49.229Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/cli/invctl.py	8
262	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:40:43.031Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/maintenance/retro_clean.py	38
263	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:41:12.833Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_retro_clean.py	54
264	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:42:56.042Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/consolidate.py	15
265	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T19:43:11.608Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/consolidate.py	15
266	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:53:42.817Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/graph_chat.py	12
267	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:53:52.149Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/graph_chat.py	12
268	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:54:00.542Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/graph_chat.py	4
269	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:54:09.349Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/webapp/graph_chat.py	5
270	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:54:16.688Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/agent/graph_tools.py	7
271	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:54:31.045Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/agent/graph_tools.py	7
272	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:54:53.062Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/tests/test_graph_tools.py	48
273	kipi-investigations	6244abb4-8d2b-4047-8c73-694e6356336b.jsonl	2026-06-11T20:55:07.970Z	Edit	/Users/assafkipnis/projects/kipi-investigations/investigations/admission.py	7
